id,symbol,cat_name,rel_position,duration
007151.png,clef_treble,clefG,,
007152.png,dot,augmentationDot,,
007153.png,clef_treble,clefG,,
007154.png,clef_treble,clefG,,
007155.png,dot,augmentationDot,,
007156.png,clef_treble,clefG,,
007157.png,sharp,accidentalSharp,-5,
007158.png,sharp,accidentalSharp,-5,
007159.png,sharp,accidentalSharp,-5,
007160.png,sharp,accidentalSharp,-5,
007161.png,sharp,accidentalSharp,-1,
007162.png,sharp,accidentalSharp,-1,
007163.png,natural,accidentalNatural,-2,
007164.png,natural,accidentalNatural,-3,
007165.png,sharp,accidentalSharp,-3,
007166.png,sharp,accidentalSharp,-3,
007167.png,sharp,accidentalSharp,-5,
007168.png,sharp,accidentalSharp,-6,
007169.png,sharp,accidentalSharp,-2,
007170.png,clef_treble,clefG,,
007171.png,time_2,timeSig2,,
007172.png,time_4,timeSig4,,
007173.png,clef_treble,clefG,,
007174.png,rest_quarter,restQuarter,,
007175.png,clef_treble,clefG,,
007176.png,rest_8th,rest8th,,
007177.png,rest_8th,rest8th,,
007178.png,clef_treble,clefG,,
007179.png,rest_8th,rest8th,,
007180.png,rest_8th,rest8th,,
007181.png,clef_treble,clefG,,
007182.png,rest_8th,rest8th,,
007183.png,rest_8th,rest8th,,
007184.png,rest_8th,rest8th,,
007185.png,clef_treble,clefG,,
007186.png,sharp,accidentalSharp,0,
007187.png,sharp,accidentalSharp,1,
007188.png,sharp,accidentalSharp,1,
007189.png,sharp,accidentalSharp,1,
007190.png,sharp,accidentalSharp,-1,
007191.png,sharp,accidentalSharp,-1,
007192.png,sharp,accidentalSharp,1,
007193.png,sharp,accidentalSharp,1,
007194.png,sharp,accidentalSharp,5,
007195.png,sharp,accidentalSharp,-1,
007196.png,sharp,accidentalSharp,6,
007197.png,sharp,accidentalSharp,0,
007198.png,sharp,accidentalSharp,-1,
007199.png,sharp,accidentalSharp,1,
007200.png,sharp,accidentalSharp,5,
007201.png,sharp,accidentalSharp,0,
007202.png,sharp,accidentalSharp,1,
007203.png,sharp,accidentalSharp,1,
007204.png,sharp,accidentalSharp,1,
007205.png,sharp,accidentalSharp,1,
007206.png,sharp,accidentalSharp,5,
007207.png,natural,accidentalNatural,1,
007208.png,natural,accidentalNatural,1,
007209.png,natural,accidentalNatural,1,
007210.png,natural,accidentalNatural,5,
007211.png,sharp,accidentalSharp,6,
007212.png,natural,accidentalNatural,2,
007213.png,natural,accidentalNatural,2,
007214.png,flat,accidentalFlat,-2,
007215.png,sharp,accidentalSharp,1,
007216.png,sharp,accidentalSharp,1,
007217.png,sharp,accidentalSharp,5,
007218.png,sharp,accidentalSharp,1,
007219.png,sharp,accidentalSharp,2,
007220.png,sharp,accidentalSharp,6,
007221.png,sharp,accidentalSharp,2,
007222.png,sharp,accidentalSharp,2,
007223.png,sharp,accidentalSharp,-2,
007224.png,sharp,accidentalSharp,-2,
007225.png,sharp,accidentalSharp,2,
007226.png,natural,accidentalNatural,6,
007227.png,natural,accidentalNatural,2,
007228.png,sharp,accidentalSharp,7,
007229.png,sharp,accidentalSharp,-2,
007230.png,dot,augmentationDot,,
007231.png,dot,augmentationDot,,
007232.png,dot,augmentationDot,,
007233.png,dot,augmentationDot,,
007234.png,rest_whole,restWhole,,
007235.png,rest_whole,restWhole,,
007236.png,rest_whole,restWhole,,
007237.png,rest_whole,restWhole,,
007238.png,rest_whole,restWhole,,
007239.png,rest_whole,restWhole,,
007240.png,rest_quarter,restQuarter,,
007241.png,rest_quarter,restQuarter,,
007242.png,rest_quarter,restQuarter,,
007243.png,rest_quarter,restQuarter,,
007244.png,rest_quarter,restQuarter,,
007245.png,dot,augmentationDot,,
007246.png,dot,augmentationDot,,
007247.png,rest_quarter,restQuarter,,
007248.png,rest_quarter,restQuarter,,
007249.png,rest_quarter,restQuarter,,
007250.png,clef_bass,clefF,,
007251.png,rest_whole,restWhole,,
007252.png,rest_whole,restWhole,,
007253.png,rest_whole,restWhole,,
007254.png,clef_alto,clefCAlto,,
007255.png,clef_treble,clefG,,
007256.png,clef_treble,clefG,,
007257.png,clef_bass,clefF,,
007258.png,clef_treble,clefG,,
007259.png,clef_treble,clefG,,
007260.png,rest_8th,rest8th,,
007261.png,rest_8th,rest8th,,
007262.png,rest_8th,rest8th,,
007263.png,rest_quarter,restQuarter,,
007264.png,rest_8th,rest8th,,
007265.png,rest_8th,rest8th,,
007266.png,rest_8th,rest8th,,
007267.png,rest_8th,rest8th,,
007268.png,dot,augmentationDot,,
007269.png,rest_quarter,restQuarter,,
007270.png,rest_quarter,restQuarter,,
007271.png,rest_quarter,restQuarter,,
007272.png,rest_quarter,restQuarter,,
007273.png,rest_quarter,restQuarter,,
007274.png,rest_whole,restWhole,,
007275.png,rest_whole,restWhole,,
007276.png,rest_whole,restWhole,,
007277.png,rest_whole,restWhole,,
007278.png,rest_whole,restWhole,,
007279.png,dot,augmentationDot,,
007280.png,dot,augmentationDot,,
007281.png,dot,augmentationDot,,
007282.png,dot,augmentationDot,,
007283.png,clef_bass,clefF,,
007284.png,rest_whole,restWhole,,
007285.png,rest_whole,restWhole,,
007286.png,clef_alto,clefCAlto,,
007287.png,clef_treble,clefG,,
007288.png,clef_treble,clefG,,
007289.png,clef_bass,clefF,,
007290.png,clef_treble,clefG,,
007291.png,clef_treble,clefG,,
007292.png,rest_8th,rest8th,,
007293.png,rest_8th,rest8th,,
007294.png,rest_8th,rest8th,,
007295.png,rest_8th,rest8th,,
007296.png,flat,accidentalFlat,1,
007297.png,flat,accidentalFlat,2,
007298.png,flat,accidentalFlat,-5,
007299.png,flat,accidentalFlat,1,
007300.png,flat,accidentalFlat,2,
007301.png,flat,accidentalFlat,1,
007302.png,flat,accidentalFlat,-5,
007303.png,flat,accidentalFlat,-5,
007304.png,flat,accidentalFlat,2,
007305.png,flat,accidentalFlat,-2,
007306.png,flat,accidentalFlat,-1,
007307.png,flat,accidentalFlat,-2,
007308.png,flat,accidentalFlat,-5,
007309.png,flat,accidentalFlat,-2,
007310.png,rest_quarter,restQuarter,,
007311.png,rest_quarter,restQuarter,,
007312.png,dot,augmentationDot,,
007313.png,clef_treble,clefG,,
007314.png,rest_8th,rest8th,,
007315.png,rest_quarter,restQuarter,,
007316.png,rest_8th,rest8th,,
007317.png,rest_8th,rest8th,,
007318.png,rest_half,restHalf,,
007319.png,clef_treble,clefG,,
007320.png,rest_8th,rest8th,,
007321.png,rest_half,restHalf,,
007322.png,rest_half,restHalf,,
007323.png,rest_8th,rest8th,,
007324.png,clef_treble,clefG,,
007325.png,rest_8th,rest8th,,
007326.png,dot,augmentationDot,,
007327.png,clef_treble,clefG,,
007328.png,rest_whole,restWhole,,
007329.png,rest_8th,rest8th,,
007330.png,rest_whole,restWhole,,
007331.png,clef_treble,clefG,,
007332.png,rest_half,restHalf,,
007333.png,clef_treble,clefG,,
007334.png,clef_treble,clefG,,
007335.png,rest_8th,rest8th,,
007336.png,rest_8th,rest8th,,
007337.png,rest_8th,rest8th,,
007338.png,rest_8th,rest8th,,
007339.png,rest_8th,rest8th,,
007340.png,rest_8th,rest8th,,
007341.png,rest_8th,rest8th,,
007342.png,rest_8th,rest8th,,
007343.png,clef_8,clef8,,
007344.png,clef_bass,clefF,,
007345.png,clef_treble,clefG,,
007346.png,clef_8,clef8,,
007347.png,clef_treble,clefG,,
007348.png,clef_treble,clefG,,
007349.png,clef_treble,clefG,,
007350.png,clef_8,clef8,,
007351.png,rest_8th,rest8th,,
007352.png,rest_8th,rest8th,,
007353.png,rest_8th,rest8th,,
007354.png,rest_8th,rest8th,,
007355.png,rest_8th,rest8th,,
007356.png,rest_8th,rest8th,,
007357.png,rest_8th,rest8th,,
007358.png,rest_8th,rest8th,,
007359.png,clef_8,clef8,,
007360.png,clef_bass,clefF,,
007361.png,clef_8,clef8,,
007362.png,clef_treble,clefG,,
007363.png,clef_treble,clefG,,
007364.png,clef_treble,clefG,,
007365.png,clef_8,clef8,,
007366.png,clef_treble,clefG,,
007367.png,rest_8th,rest8th,,
007368.png,rest_8th,rest8th,,
007369.png,rest_8th,rest8th,,
007370.png,rest_8th,rest8th,,
007371.png,sharp,accidentalSharp,5,
007372.png,sharp,accidentalSharp,5,
007373.png,sharp,accidentalSharp,5,
007374.png,sharp,accidentalSharp,-2,
007375.png,sharp,accidentalSharp,5,
007376.png,sharp,accidentalSharp,-2,
007377.png,sharp,accidentalSharp,-2,
007378.png,dot,augmentationDot,,
007379.png,dot,augmentationDot,,
007380.png,dot,augmentationDot,,
007381.png,dot,augmentationDot,,
007382.png,dot,augmentationDot,,
007383.png,dot,augmentationDot,,
007384.png,dot,augmentationDot,,
007385.png,dot,augmentationDot,,
007386.png,clef_treble,clefG,,
007387.png,clef_treble,clefG,,
007388.png,time_3,timeSig3,,
007389.png,time_3,timeSig3,,
007390.png,time_2,timeSig2,,
007391.png,time_3,timeSig3,,
007392.png,time_3,timeSig3,,
007393.png,time_2,timeSig2,,
007394.png,dot,augmentationDot,,
007395.png,dot,augmentationDot,,
007396.png,dot,augmentationDot,,
007397.png,dot,augmentationDot,,
007398.png,clef_treble,clefG,,
007399.png,clef_treble,clefG,,
007400.png,clef_treble,clefG,,
007401.png,clef_treble,clefG,,
007402.png,clef_treble,clefG,,
007403.png,clef_treble,clefG,,
007404.png,clef_treble,clefG,,
007405.png,clef_treble,clefG,,
007406.png,rest_quarter,restQuarter,,
007407.png,dot,augmentationDot,,
007408.png,dot,augmentationDot,,
007409.png,rest_quarter,restQuarter,,
007410.png,rest_8th,rest8th,,
007411.png,rest_8th,rest8th,,
007412.png,dot,augmentationDot,,
007413.png,dot,augmentationDot,,
007414.png,dot,augmentationDot,,
007415.png,rest_quarter,restQuarter,,
007416.png,dot,augmentationDot,,
007417.png,rest_quarter,restQuarter,,
007418.png,dot,augmentationDot,,
007419.png,clef_bass,clefF,,
007420.png,clef_bass,clefF,,
007421.png,dot,augmentationDot,,
007422.png,clef_bass,clefF,,
007423.png,clef_bass,clefF,,
007424.png,dot,augmentationDot,,
007425.png,dot,augmentationDot,,
007426.png,dot,augmentationDot,,
007427.png,dot,augmentationDot,,
007428.png,rest_quarter,restQuarter,,
007429.png,dot,augmentationDot,,
007430.png,dot,augmentationDot,,
007431.png,rest_quarter,restQuarter,,
007432.png,rest_quarter,restQuarter,,
007433.png,dot,augmentationDot,,
007434.png,rest_quarter,restQuarter,,
007435.png,dot,augmentationDot,,
007436.png,rest_quarter,restQuarter,,
007437.png,clef_bass,clefF,,
007438.png,clef_bass,clefF,,
007439.png,clef_bass,clefF,,
007440.png,clef_bass,clefF,,
007441.png,rest_quarter,restQuarter,,
007442.png,dot,augmentationDot,,
007443.png,dot,augmentationDot,,
007444.png,rest_quarter,restQuarter,,
007445.png,rest_quarter,restQuarter,,
007446.png,dot,augmentationDot,,
007447.png,rest_quarter,restQuarter,,
007448.png,rest_quarter,restQuarter,,
007449.png,dot,augmentationDot,,
007450.png,rest_half,restHalf,,
007451.png,rest_half,restHalf,,
007452.png,dot,augmentationDot,,
007453.png,dot,augmentationDot,,
007454.png,dot,augmentationDot,,
007455.png,dot,augmentationDot,,
007456.png,dot,augmentationDot,,
007457.png,dot,augmentationDot,,
007458.png,dot,augmentationDot,,
007459.png,dot,augmentationDot,,
007460.png,rest_quarter,restQuarter,,
007461.png,dot,augmentationDot,,
007462.png,clef_bass,clefF,,
007463.png,clef_bass,clefF,,
007464.png,clef_bass,clefF,,
007465.png,clef_bass,clefF,,
007466.png,rest_whole,restWhole,,
007467.png,rest_whole,restWhole,,
007468.png,rest_quarter,restQuarter,,
007469.png,dot,augmentationDot,,
007470.png,rest_half,restHalf,,
007471.png,rest_half,restHalf,,
007472.png,rest_quarter,restQuarter,,
007473.png,rest_quarter,restQuarter,,
007474.png,dot,augmentationDot,,
007475.png,dot,augmentationDot,,
007476.png,rest_quarter,restQuarter,,
007477.png,dot,augmentationDot,,
007478.png,rest_8th,rest8th,,
007479.png,rest_8th,rest8th,,
007480.png,time_4,timeSig4,,
007481.png,time_4,timeSig4,,
007482.png,clef_bass,clefF,,
007483.png,time_4,timeSig4,,
007484.png,time_4,timeSig4,,
007485.png,clef_treble,clefG,,
007486.png,clef_bass,clefF,,
007487.png,clef_treble,clefG,,
007488.png,clef_bass,clefF,,
007489.png,clef_treble,clefG,,
007490.png,clef_bass,clefF,,
007491.png,clef_treble,clefG,,
007492.png,clef_bass,clefF,,
007493.png,clef_treble,clefG,,
007494.png,rest_8th,rest8th,,
007495.png,rest_8th,rest8th,,
007496.png,rest_8th,rest8th,,
007497.png,clef_treble,clefG,,
007498.png,clef_bass,clefF,,
007499.png,clef_treble,clefG,,
007500.png,clef_treble,clefG,,
007501.png,clef_bass,clefF,,
007502.png,clef_bass,clefF,,
007503.png,clef_8,clef8,,
007504.png,rest_8th,rest8th,,
007505.png,rest_quarter,restQuarter,,
007506.png,rest_quarter,restQuarter,,
007507.png,clef_8,clef8,,
007508.png,clef_bass,clefF,,
007509.png,clef_bass,clefF,,
007510.png,clef_treble,clefG,,
007511.png,clef_bass,clefF,,
007512.png,clef_treble,clefG,,
007513.png,clef_treble,clefG,,
007514.png,dot,augmentationDot,,
007515.png,dot,augmentationDot,,
007516.png,sharp,accidentalSharp,1,
007517.png,sharp,accidentalSharp,8,
007518.png,flat,accidentalFlat,-5,
007519.png,flat,accidentalFlat,2,
007520.png,natural,accidentalNatural,-5,
007521.png,natural,accidentalNatural,2,
007522.png,sharp,accidentalSharp,1,
007523.png,sharp,accidentalSharp,8,
007524.png,sharp,accidentalSharp,1,
007525.png,sharp,accidentalSharp,8,
007526.png,rest_quarter,restQuarter,,
007527.png,rest_quarter,restQuarter,,
007528.png,rest_quarter,restQuarter,,
007529.png,rest_8th,rest8th,,
007530.png,dot,augmentationDot,,
007531.png,clef_treble,clefG,,
007532.png,clef_bass,clefF,,
007533.png,clef_treble,clefG,,
007534.png,rest_half,restHalf,,
007535.png,rest_whole,restWhole,,
007536.png,clef_treble,clefG,,
007537.png,dot,augmentationDot,,
007538.png,rest_quarter,restQuarter,,
007539.png,dot,augmentationDot,,
007540.png,dot,augmentationDot,,
007541.png,sharp,accidentalSharp,3,
007542.png,sharp,accidentalSharp,7,
007543.png,sharp,accidentalSharp,4,
007544.png,natural,accidentalNatural,4,
007545.png,sharp,accidentalSharp,4,
007546.png,sharp,accidentalSharp,6,
007547.png,sharp,accidentalSharp,3,
007548.png,sharp,accidentalSharp,1,
007549.png,sharp,accidentalSharp,4,
007550.png,sharp,accidentalSharp,7,
007551.png,sharp,accidentalSharp,6,
007552.png,sharp,accidentalSharp,0,
007553.png,sharp,accidentalSharp,3,
007554.png,sharp,accidentalSharp,0,
007555.png,natural,accidentalNatural,9,
007556.png,sharp,accidentalSharp,-3,
007557.png,natural,accidentalNatural,-1,
007558.png,double_sharp,accidentalDoubleSharp,2,
007559.png,sharp,accidentalSharp,0,
007560.png,sharp,accidentalSharp,3,
007561.png,sharp,accidentalSharp,-2,
007562.png,sharp,accidentalSharp,-4,
007563.png,sharp,accidentalSharp,-3,
007564.png,sharp,accidentalSharp,6,
007565.png,sharp,accidentalSharp,3,
007566.png,natural,accidentalNatural,5,
007567.png,natural,accidentalNatural,-3,
007568.png,sharp,accidentalSharp,3,
007569.png,sharp,accidentalSharp,3,
007570.png,sharp,accidentalSharp,3,
007571.png,natural,accidentalNatural,5,
007572.png,dot,augmentationDot,,
007573.png,dot,augmentationDot,,
007574.png,rest_whole,restWhole,,
007575.png,rest_quarter,restQuarter,,
007576.png,clef_bass,clefF,,
007577.png,rest_half,restHalf,,
007578.png,clef_tenor,clefCTenor,,
007579.png,rest_quarter,restQuarter,,
007580.png,dot,augmentationDot,,
007581.png,rest_8th,rest8th,,
007582.png,rest_quarter,restQuarter,,
007583.png,dot,augmentationDot,,
007584.png,rest_quarter,restQuarter,,
007585.png,dot,augmentationDot,,
007586.png,dot,augmentationDot,,
007587.png,clef_tenor,clefCTenor,,
007588.png,dot,augmentationDot,,
007589.png,dot,augmentationDot,,
007590.png,dot,augmentationDot,,
007591.png,dot,augmentationDot,,
007592.png,rest_8th,rest8th,,
007593.png,dot,augmentationDot,,
007594.png,rest_8th,rest8th,,
007595.png,rest_quarter,restQuarter,,
007596.png,dot,augmentationDot,,
007597.png,dot,augmentationDot,,
007598.png,dot,augmentationDot,,
007599.png,clef_tenor,clefCTenor,,
007600.png,clef_tenor,clefCTenor,,
007601.png,clef_tenor,clefCTenor,,
007602.png,rest_16th,rest16th,,
007603.png,clef_tenor,clefCTenor,,
007604.png,clef_bass,clefF,,
007605.png,clef_tenor,clefCTenor,,
007606.png,clef_bass,clefF,,
007607.png,clef_treble,clefG,,
007608.png,clef_tenor,clefCTenor,,
007609.png,rest_16th,rest16th,,
007610.png,clef_bass,clefF,,
007611.png,clef_tenor,clefCTenor,,
007612.png,rest_16th,rest16th,,
007613.png,rest_8th,rest8th,,
007614.png,clef_tenor,clefCTenor,,
007615.png,dot,augmentationDot,,
007616.png,rest_half,restHalf,,
007617.png,rest_quarter,restQuarter,,
007618.png,rest_whole,restWhole,,
007619.png,rest_half,restHalf,,
007620.png,rest_8th,rest8th,,
007621.png,rest_16th,rest16th,,
007622.png,clef_treble,clefG,,
007623.png,rest_16th,rest16th,,
007624.png,dot,augmentationDot,,
007625.png,dot,augmentationDot,,
007626.png,rest_8th,rest8th,,
007627.png,dot,augmentationDot,,
007628.png,dot,augmentationDot,,
007629.png,rest_8th,rest8th,,
007630.png,clef_tenor,clefCTenor,,
007631.png,rest_half,restHalf,,
007632.png,rest_whole,restWhole,,
007633.png,dot,augmentationDot,,
007634.png,rest_8th,rest8th,,
007635.png,dot,augmentationDot,,
007636.png,rest_quarter,restQuarter,,
007637.png,dot,augmentationDot,,
007638.png,clef_tenor,clefCTenor,,
007639.png,dot,augmentationDot,,
007640.png,clef_bass,clefF,,
007641.png,rest_half,restHalf,,
007642.png,rest_8th,rest8th,,
007643.png,dot,augmentationDot,,
007644.png,clef_treble,clefG,,
007645.png,clef_bass,clefF,,
007646.png,dot,augmentationDot,,
007647.png,rest_8th,rest8th,,
007648.png,dot,augmentationDot,,
007649.png,rest_8th,rest8th,,
007650.png,dot,augmentationDot,,
007651.png,dot,augmentationDot,,
007652.png,rest_quarter,restQuarter,,
007653.png,rest_quarter,restQuarter,,
007654.png,rest_quarter,restQuarter,,
007655.png,rest_quarter,restQuarter,,
007656.png,rest_8th,rest8th,,
007657.png,rest_8th,rest8th,,
007658.png,rest_quarter,restQuarter,,
007659.png,rest_quarter,restQuarter,,
007660.png,rest_quarter,restQuarter,,
007661.png,rest_8th,rest8th,,
007662.png,rest_8th,rest8th,,
007663.png,rest_8th,rest8th,,
007664.png,rest_8th,rest8th,,
007665.png,rest_8th,rest8th,,
007666.png,rest_8th,rest8th,,
007667.png,rest_8th,rest8th,,
007668.png,rest_8th,rest8th,,
007669.png,rest_8th,rest8th,,
007670.png,rest_8th,rest8th,,
007671.png,rest_8th,rest8th,,
007672.png,rest_quarter,restQuarter,,
007673.png,rest_quarter,restQuarter,,
007674.png,rest_quarter,restQuarter,,
007675.png,clef_treble,clefG,,
007676.png,clef_alto,clefCAlto,,
007677.png,clef_bass,clefF,,
007678.png,clef_bass,clefF,,
007679.png,clef_8,clef8,,
007680.png,clef_treble,clefG,,
007681.png,dot,augmentationDot,,
007682.png,dot,augmentationDot,,
007683.png,clef_tenor,clefCTenor,,
007684.png,rest_8th,rest8th,,
007685.png,rest_8th,rest8th,,
007686.png,rest_8th,rest8th,,
007687.png,rest_8th,rest8th,,
007688.png,rest_8th,rest8th,,
007689.png,rest_8th,rest8th,,
007690.png,rest_8th,rest8th,,
007691.png,rest_8th,rest8th,,
007692.png,rest_8th,rest8th,,
007693.png,rest_quarter,restQuarter,,
007694.png,rest_8th,rest8th,,
007695.png,rest_8th,rest8th,,
007696.png,clef_treble,clefG,,
007697.png,clef_alto,clefCAlto,,
007698.png,clef_tenor,clefCTenor,,
007699.png,clef_bass,clefF,,
007700.png,clef_8,clef8,,
007701.png,rest_8th,rest8th,,
007702.png,rest_8th,rest8th,,
007703.png,clef_treble,clefG,,
007704.png,rest_8th,rest8th,,
007705.png,dot,augmentationDot,,
007706.png,rest_quarter,restQuarter,,
007707.png,rest_quarter,restQuarter,,
007708.png,dot,augmentationDot,,
007709.png,rest_8th,rest8th,,
007710.png,rest_8th,rest8th,,
007711.png,rest_quarter,restQuarter,,
007712.png,rest_quarter,restQuarter,,
007713.png,sharp,accidentalSharp,14,
007714.png,sharp,accidentalSharp,13,
007715.png,sharp,accidentalSharp,7,
007716.png,sharp,accidentalSharp,6,
007717.png,sharp,accidentalSharp,0,
007718.png,sharp,accidentalSharp,7,
007719.png,sharp,accidentalSharp,7,
007720.png,sharp,accidentalSharp,6,
007721.png,sharp,accidentalSharp,4,
007722.png,sharp,accidentalSharp,14,
007723.png,natural,accidentalNatural,4,
007724.png,natural,accidentalNatural,6,
007725.png,natural,accidentalNatural,14,
007726.png,sharp,accidentalSharp,4,
007727.png,sharp,accidentalSharp,14,
007728.png,sharp,accidentalSharp,7,
007729.png,sharp,accidentalSharp,6,
007730.png,flat,accidentalFlat,8,
007731.png,sharp,accidentalSharp,3,
007732.png,natural,accidentalNatural,16,
007733.png,natural,accidentalNatural,9,
007734.png,sharp,accidentalSharp,10,
007735.png,natural,accidentalNatural,9,
007736.png,sharp,accidentalSharp,7,
007737.png,natural,accidentalNatural,14,
007738.png,sharp,accidentalSharp,14,
007739.png,sharp,accidentalSharp,13,
007740.png,natural,accidentalNatural,16,
007741.png,dot,augmentationDot,,
007742.png,rest_8th,rest8th,,
007743.png,rest_8th,rest8th,,
007744.png,clef_bass,clefF,,
007745.png,clef_bass,clefF,,
007746.png,dot,augmentationDot,,
007747.png,dot,augmentationDot,,
007748.png,rest_8th,rest8th,,
007749.png,rest_8th,rest8th,,
007750.png,dot,augmentationDot,,
007751.png,rest_8th,rest8th,,
007752.png,rest_8th,rest8th,,
007753.png,clef_bass,clefF,,
007754.png,clef_bass,clefF,,
007755.png,dot,augmentationDot,,
007756.png,rest_8th,rest8th,,
007757.png,rest_8th,rest8th,,
007758.png,dot,augmentationDot,,
007759.png,rest_8th,rest8th,,
007760.png,clef_bass,clefF,,
007761.png,clef_bass,clefF,,
007762.png,dot,augmentationDot,,
007763.png,rest_8th,rest8th,,
007764.png,rest_8th,rest8th,,
007765.png,dot,augmentationDot,,
007766.png,rest_16th,rest16th,,
007767.png,rest_8th,rest8th,,
007768.png,rest_16th,rest16th,,
007769.png,rest_8th,rest8th,,
007770.png,dot,augmentationDot,,
007771.png,dot,augmentationDot,,
007772.png,dot,augmentationDot,,
007773.png,dot,augmentationDot,,
007774.png,clef_bass,clefF,,
007775.png,clef_bass,clefF,,
007776.png,rest_quarter,restQuarter,,
007777.png,rest_16th,rest16th,,
007778.png,dot,augmentationDot,,
007779.png,dot,augmentationDot,,
007780.png,dot,augmentationDot,,
007781.png,dot,augmentationDot,,
007782.png,dot,augmentationDot,,
007783.png,dot,augmentationDot,,
007784.png,clef_bass,clefF,,
007785.png,clef_bass,clefF,,
007786.png,dot,augmentationDot,,
007787.png,dot,augmentationDot,,
007788.png,sharp,accidentalSharp,6,
007789.png,sharp,accidentalSharp,6,
007790.png,sharp,accidentalSharp,-1,
007791.png,rest_8th,rest8th,,
007792.png,dot,augmentationDot,,
007793.png,rest_8th,rest8th,,
007794.png,rest_8th,rest8th,,
007795.png,rest_8th,rest8th,,
007796.png,rest_8th,rest8th,,
007797.png,rest_8th,rest8th,,
007798.png,rest_8th,rest8th,,
007799.png,rest_8th,rest8th,,
007800.png,rest_8th,rest8th,,
007801.png,dot,augmentationDot,,
007802.png,time_4,timeSig4,,
007803.png,time_4,timeSig4,,
007804.png,clef_8,clef8,,
007805.png,clef_treble,clefG,,
007806.png,rest_8th,rest8th,,
007807.png,dot,augmentationDot,,
007808.png,rest_8th,rest8th,,
007809.png,rest_8th,rest8th,,
007810.png,rest_8th,rest8th,,
007811.png,rest_8th,rest8th,,
007812.png,dot,augmentationDot,,
007813.png,rest_8th,rest8th,,
007814.png,rest_8th,rest8th,,
007815.png,rest_8th,rest8th,,
007816.png,rest_8th,rest8th,,
007817.png,dot,augmentationDot,,
007818.png,rest_8th,rest8th,,
007819.png,rest_8th,rest8th,,
007820.png,dot,augmentationDot,,
007821.png,rest_8th,rest8th,,
007822.png,clef_8,clef8,,
007823.png,clef_treble,clefG,,
007824.png,rest_8th,rest8th,,
007825.png,rest_8th,rest8th,,
007826.png,dot,augmentationDot,,
007827.png,rest_8th,rest8th,,
007828.png,rest_8th,rest8th,,
007829.png,dot,augmentationDot,,
007830.png,rest_8th,rest8th,,
007831.png,rest_quarter,restQuarter,,
007832.png,rest_8th,rest8th,,
007833.png,dot,augmentationDot,,
007834.png,rest_8th,rest8th,,
007835.png,rest_quarter,restQuarter,,
007836.png,dot,augmentationDot,,
007837.png,rest_8th,rest8th,,
007838.png,rest_8th,rest8th,,
007839.png,rest_8th,rest8th,,
007840.png,rest_8th,rest8th,,
007841.png,clef_8,clef8,,
007842.png,clef_treble,clefG,,
007843.png,rest_8th,rest8th,,
007844.png,rest_8th,rest8th,,
007845.png,rest_8th,rest8th,,
007846.png,rest_8th,rest8th,,
007847.png,rest_8th,rest8th,,
007848.png,rest_quarter,restQuarter,,
007849.png,rest_8th,rest8th,,
007850.png,rest_8th,rest8th,,
007851.png,rest_8th,rest8th,,
007852.png,rest_8th,rest8th,,
007853.png,rest_8th,rest8th,,
007854.png,dot,augmentationDot,,
007855.png,clef_treble,clefG,,
007856.png,clef_8,clef8,,
007857.png,dot,augmentationDot,,
007858.png,rest_8th,rest8th,,
007859.png,rest_8th,rest8th,,
007860.png,dot,augmentationDot,,
007861.png,rest_8th,rest8th,,
007862.png,rest_8th,rest8th,,
007863.png,rest_8th,rest8th,,
007864.png,rest_8th,rest8th,,
007865.png,rest_8th,rest8th,,
007866.png,rest_quarter,restQuarter,,
007867.png,rest_8th,rest8th,,
007868.png,clef_treble,clefG,,
007869.png,rest_8th,rest8th,,
007870.png,rest_8th,rest8th,,
007871.png,clef_8,clef8,,
007872.png,rest_quarter,restQuarter,,
007873.png,rest_8th,rest8th,,
007874.png,natural,accidentalNatural,1,
007875.png,sharp,accidentalSharp,-1,
007876.png,dot,augmentationDot,,
007877.png,dot,augmentationDot,,
007878.png,dot,augmentationDot,,
007879.png,dot,augmentationDot,,
007880.png,rest_half,restHalf,,
007881.png,dot,augmentationDot,,
007882.png,dot,augmentationDot,,
007883.png,time_4,timeSig4,,
007884.png,time_4,timeSig4,,
007885.png,dot,augmentationDot,,
007886.png,time_4,timeSig4,,
007887.png,time_4,timeSig4,,
007888.png,clef_treble,clefG,,
007889.png,clef_8,clef8,,
007890.png,clef_treble,clefG,,
007891.png,dot,augmentationDot,,
007892.png,rest_half,restHalf,,
007893.png,dot,augmentationDot,,
007894.png,dot,augmentationDot,,
007895.png,rest_half,restHalf,,
007896.png,rest_quarter,restQuarter,,
007897.png,rest_quarter,restQuarter,,
007898.png,dot,augmentationDot,,
007899.png,clef_treble,clefG,,
007900.png,clef_8,clef8,,
007901.png,clef_treble,clefG,,
007902.png,dot,augmentationDot,,
007903.png,rest_half,restHalf,,
007904.png,rest_quarter,restQuarter,,
007905.png,rest_8th,rest8th,,
007906.png,dot,augmentationDot,,
007907.png,rest_whole,restWhole,,
007908.png,rest_whole,restWhole,,
007909.png,rest_whole,restWhole,,
007910.png,clef_8,clef8,,
007911.png,clef_treble,clefG,,
007912.png,clef_treble,clefG,,
007913.png,dot,augmentationDot,,
007914.png,dot,augmentationDot,,
007915.png,clef_treble,clefG,,
007916.png,clef_8,clef8,,
007917.png,clef_treble,clefG,,
